tx_id,account_id,amount,currency,amount_usd,date,status,is_compliant,scenario_rule,rule_ids,counterparty_id,counterparty_country,tx_type,description
T0399,A0047,5000.00,USD,5000.00,2024-08-29,completed,false,ROUND_NUMBER_ANOMALY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,ROUND_NUMBER_ANOMALY,SANCTIONS",CP_038,DE,cash_deposit,Round-amount SB cluster (1/4)
T0184,A0095,3768.53,USD,3768.53,2024-08-30,completed,true,SANCTIONS,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_045,AU,card_payment,Normal-CP tx in sanctions scenario
T0198,A0042,6418.57,EUR,6932.06,2024-08-30,completed,false,KYC_VALIDITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_006,AU,card_payment,Tx after KYC expiry
T0397,A0070,2777.78,EUR,3000.00,2024-08-31,completed,false,ROUND_NUMBER_ANOMALY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,ROUND_NUMBER_ANOMALY,SANCTIONS",CP_025,NL,cash_deposit,Round-amount SB cluster (3/4)
T0462,A0072,3261.02,USD,3261.02,2024-08-31,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_087,US,wire,Normal compliant tx (negative class)
T0061,A0070,8365.94,EUR,9035.22,2024-09-01,completed,false,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_060,JP,wire,AML-scenario tx (target USD=9035.22)
T0121,A0080,9831.19,USD,9831.19,2024-09-01,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_062,BR,wire,Isolated near-threshold tx (not structuring)
T0398,A0070,2777.78,EUR,3000.00,2024-09-01,completed,false,ROUND_NUMBER_ANOMALY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,ROUND_NUMBER_ANOMALY,SANCTIONS",CP_087,US,card_payment,Round-amount SB cluster (4/4)
T0046,A0019,8338.73,USD,8338.73,2024-09-02,completed,false,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_074,AE,card_payment,AML-scenario tx (target USD=8338.73)
T0156,A0022,1570.46,USD,1570.46,2024-09-02,completed,false,SANCTIONS,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_SAN_08,KP,transfer,Sanctioned-CP tx
T0251,A0048,11377.72,USD,11377.72,2024-09-02,completed,false,HIGH_RISK_JURISDICTION,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_047,MM,transfer,no EDD applied
T0051,A0041,573513.64,KZT,1261.73,2024-09-03,completed,true,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_072,KZ,cash_deposit,AML-scenario tx (target USD=1261.73)
T0060,A0064,377.34,EUR,407.53,2024-09-03,completed,true,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_038,DE,transfer,AML-scenario tx (target USD=407.53)
T0193,A0035,5201.13,GBP,6605.44,2024-09-03,completed,false,KYC_VALIDITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_067,CA,card_payment,Tx after KYC expiry
T0236,A0055,1329.20,USD,1329.20,2024-09-03,completed,true,KYC_VALIDITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_055,AU,card_payment,Tx within KYC validity window
T0029,A0052,29068.91,USD,29068.91,2024-09-04,completed,false,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_008,TR,cash_withdrawal,AML-scenario tx (target USD=29068.91)
T0052,A0090,7830.72,USD,7830.72,2024-09-04,completed,false,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_052,KZ,wire,AML-scenario tx (target USD=7830.72)
T0181,A0006,9978.59,USD,9978.59,2024-09-04,completed,false,SANCTIONS,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_087,US,cash_deposit,Normal-CP tx in sanctions scenario
T0204,A0035,7101.53,GBP,9018.94,2024-09-04,completed,false,KYC_VALIDITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_061,NL,cash_withdrawal,Tx after KYC expiry
T0470,A0099,1241.90,USD,1241.90,2024-09-04,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_050,KZ,transfer,Normal compliant tx (negative class)
T0338,A0039,1521.11,USD,1521.11,2024-09-05,completed,false,VELOCITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,VELOCITY",CP_026,AE,cash_withdrawal,Compliant low-velocity cluster (1/2)
T0339,A0039,1706.21,USD,1706.21,2024-09-05,completed,false,VELOCITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,VELOCITY",CP_033,JP,cash_deposit,Compliant low-velocity cluster (2/2)
T0381,A0046,6277.41,USD,6277.41,2024-09-05,completed,true,DORMANT_ACCOUNT_RULE,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_075,PL,cash_withdrawal,Tx within normal activity window
T0031,A0024,15132.94,USD,15132.94,2024-09-06,completed,false,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_025,NL,card_payment,AML-scenario tx (target USD=15132.94)
T0115,A0064,8495.85,EUR,9175.52,2024-09-06,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_059,US,card_payment,Isolated near-threshold tx (not structuring)
T0357,A0043,7946609.09,KZT,17482.54,2024-09-06,completed,false,DORMANT_ACCOUNT_RULE,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_032,JP,cash_deposit,Reactivation after long dormancy
T0383,A0035,2474.58,GBP,3142.72,2024-09-06,completed,false,DORMANT_ACCOUNT_RULE,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_022,CA,cash_withdrawal,Tx within normal activity window
T0010,A0034,45832.23,USD,45832.23,2024-09-07,completed,false,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_062,BR,transfer,AML-scenario tx (target USD=45832.23)
T0167,A0051,7607.92,GBP,9662.06,2024-09-07,completed,false,SANCTIONS,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_SAN_09,KP,wire,Sanctioned-CP tx
T0192,A0065,7879.25,EUR,8509.59,2024-09-07,completed,false,KYC_VALIDITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_060,JP,cash_deposit,Tx after KYC expiry
T0292,A0062,633.19,USD,633.19,2024-09-07,completed,true,HIGH_RISK_JURISDICTION,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_015,IR,transfer,EDD applied: enhanced verification complete
T0180,A0065,13034.00,EUR,14076.72,2024-09-08,completed,false,SANCTIONS,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_068,IT,cash_withdrawal,Normal-CP tx in sanctions scenario
T0207,A0002,4436.12,EUR,4791.01,2024-09-08,completed,false,KYC_VALIDITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_026,AE,card_payment,Tx after KYC expiry
T0255,A0042,6214.20,EUR,6711.34,2024-09-09,completed,false,HIGH_RISK_JURISDICTION,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_076,SY,card_payment,no EDD applied
T0050,A0087,948.85,USD,948.85,2024-09-10,completed,true,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_050,KZ,wire,AML-scenario tx (target USD=948.85)
T0368,A0011,15059.09,GBP,19125.05,2024-09-12,completed,false,DORMANT_ACCOUNT_RULE,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_051,TR,transfer,Reactivation after long dormancy
T0082,A0058,9415.57,USD,9415.57,2024-09-14,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_032,JP,cash_deposit,Structuring cluster member (2/5)
T0085,A0058,9067.07,USD,9067.07,2024-09-14,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_032,JP,wire,Structuring cluster member (5/5)
T0388,A0002,1129.58,EUR,1219.95,2024-09-14,completed,false,DORMANT_ACCOUNT_RULE,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_040,DE,card_payment,Tx within normal activity window
T0084,A0058,9373.93,USD,9373.93,2024-09-15,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_032,JP,cash_withdrawal,Structuring cluster member (4/5)
T0166,A0058,23296.56,USD,23296.56,2024-09-15,completed,false,SANCTIONS,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_SAN_06,MM,wire,Sanctioned-CP tx
T0174,A0039,1669.86,USD,1669.86,2024-09-16,completed,false,SANCTIONS,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_018,AU,card_payment,Normal-CP tx in sanctions scenario
T0239,A0048,8223.14,USD,8223.14,2024-09-16,completed,false,KYC_VALIDITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_053,CA,transfer,Tx within KYC validity window
T0264,A0025,9100.25,USD,9100.25,2024-09-16,completed,false,HIGH_RISK_JURISDICTION,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_009,AF,transfer,no EDD applied
T0081,A0058,9338.59,USD,9338.59,2024-09-17,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_032,JP,cash_withdrawal,Structuring cluster member (1/5)
T0447,A0070,1006.00,EUR,1086.48,2024-09-17,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_074,AE,wire,Normal compliant tx (negative class)
T0463,A0084,492277.27,KZT,1083.01,2024-09-18,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_054,AE,transfer,Normal compliant tx (negative class)
T0468,A0072,4860.17,USD,4860.17,2024-09-18,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_001,GB,transfer,Normal compliant tx (negative class)
T0080,A0048,4852.18,USD,4852.18,2024-09-19,completed,true,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_062,BR,wire,AML-scenario tx (target USD=4852.18)
T0083,A0058,9426.34,USD,9426.34,2024-09-19,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_032,JP,cash_deposit,Structuring cluster member (3/5)
T0191,A0037,7613.82,USD,7613.82,2024-09-20,completed,false,KYC_VALIDITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_018,AU,cash_withdrawal,Tx after KYC expiry
T0371,A0011,1330.79,GBP,1690.10,2024-09-20,completed,true,DORMANT_ACCOUNT_RULE,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_067,CA,wire,Tx within normal activity window
T0131,A0020,9068.22,USD,9068.22,2024-09-22,completed,true,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_060,JP,cash_deposit,Isolated near-threshold tx (not structuring)
T0197,A0044,1666.46,USD,1666.46,2024-09-22,completed,false,KYC_VALIDITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_058,AU,cash_deposit,Tx after KYC expiry
T0276,A0038,5711.88,GBP,7254.09,2024-09-22,completed,false,HIGH_RISK_JURISDICTION,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_009,AF,cash_deposit,EDD applied: enhanced verification complete
T0441,A0064,1896.56,EUR,2048.28,2024-09-22,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_066,PL,cash_withdrawal,Normal compliant tx (negative class)
T0129,A0060,9759.12,USD,9759.12,2024-09-23,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_078,TR,card_payment,Isolated near-threshold tx (not structuring)
T0315,A0074,782.51,USD,782.51,2024-09-23,completed,false,VELOCITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,VELOCITY",CP_052,KZ,card_payment,Velocity burst tx (1/11)
T0316,A0074,1324.39,USD,1324.39,2024-09-23,completed,false,VELOCITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,VELOCITY",CP_020,GB,cash_deposit,Velocity burst tx (2/11)
T0317,A0074,398.02,USD,398.02,2024-09-23,completed,false,VELOCITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,VELOCITY",CP_018,AU,card_payment,Velocity burst tx (3/11)
T0318,A0074,1081.24,USD,1081.24,2024-09-23,completed,false,VELOCITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,VELOCITY",CP_054,AE,transfer,Velocity burst tx (4/11)
T0319,A0074,1524.55,USD,1524.55,2024-09-23,completed,false,VELOCITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,VELOCITY",CP_001,GB,cash_deposit,Velocity burst tx (5/11)
T0320,A0074,1363.32,USD,1363.32,2024-09-23,completed,false,VELOCITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,VELOCITY",CP_063,AU,card_payment,Velocity burst tx (6/11)
T0321,A0074,1087.27,USD,1087.27,2024-09-23,completed,false,VELOCITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,VELOCITY",CP_058,AU,transfer,Velocity burst tx (7/11)
T0322,A0074,948.22,USD,948.22,2024-09-23,completed,false,VELOCITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,VELOCITY",CP_034,IT,transfer,Velocity burst tx (8/11)
T0323,A0074,417.54,USD,417.54,2024-09-23,completed,false,VELOCITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,VELOCITY",CP_038,DE,wire,Velocity burst tx (9/11)
T0324,A0074,1628.48,USD,1628.48,2024-09-23,completed,false,VELOCITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,VELOCITY",CP_005,AU,cash_withdrawal,Velocity burst tx (10/11)
T0325,A0074,1543.80,USD,1543.80,2024-09-23,completed,false,VELOCITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,VELOCITY",CP_084,NL,wire,Velocity burst tx (11/11)
T0414,A0075,1000.00,USD,1000.00,2024-09-23,completed,false,ROUND_NUMBER_ANOMALY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,ROUND_NUMBER_ANOMALY,SANCTIONS",CP_079,RU,cash_deposit,Isolated round-amount tx (not SB cluster)
T0210,A0004,7515.34,EUR,8116.57,2024-09-24,completed,false,KYC_VALIDITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_020,GB,transfer,Tx after KYC expiry
T0438,A0020,1555.15,USD,1555.15,2024-09-24,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_026,AE,card_payment,Normal compliant tx (negative class)
T0021,A0015,7491481.82,KZT,16481.26,2024-09-25,completed,false,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_060,JP,wire,AML-scenario tx (target USD=16481.26)
T0057,A0033,1375.24,USD,1375.24,2024-09-25,completed,true,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_072,KZ,cash_deposit,AML-scenario tx (target USD=1375.24)
T0418,A0045,2000.00,USD,2000.00,2024-09-25,completed,true,ROUND_NUMBER_ANOMALY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,ROUND_NUMBER_ANOMALY,SANCTIONS",CP_042,DE,transfer,Isolated round-amount tx (not SB cluster)
T0268,A0049,19155.37,USD,19155.37,2024-09-26,completed,false,HIGH_RISK_JURISDICTION,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_047,MM,card_payment,no EDD applied
T0288,A0025,3668.64,USD,3668.64,2024-09-26,completed,true,HIGH_RISK_JURISDICTION,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_045,AU,cash_deposit,Normal-jurisdiction tx
T0234,A0023,3710.04,EUR,4006.84,2024-09-27,completed,true,KYC_VALIDITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_060,JP,transfer,Tx within KYC validity window
T0423,A0053,1654.08,GBP,2100.68,2024-09-27,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_077,AE,transfer,Normal compliant tx (negative class)
T0048,A0048,7659.79,USD,7659.79,2024-09-28,completed,false,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_046,PL,wire,AML-scenario tx (target USD=7659.79)
T0216,A0038,4314.50,GBP,5479.41,2024-09-28,completed,false,KYC_VALIDITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_075,PL,card_payment,Tx after KYC expiry
T0237,A0087,3099.69,USD,3099.69,2024-09-28,completed,true,KYC_VALIDITY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_016,GB,wire,Tx within KYC validity window
T0287,A0068,13461.15,GBP,17095.66,2024-09-28,completed,false,HIGH_RISK_JURISDICTION,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_015,IR,cash_deposit,EDD applied: enhanced verification complete
T0353,A0066,23213.35,EUR,25070.42,2024-09-28,completed,false,DORMANT_ACCOUNT_RULE,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_067,CA,cash_withdrawal,Reactivation after long dormancy
T0170,A0090,19091.61,USD,19091.61,2024-09-29,completed,false,SANCTIONS,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_SAN_03,MM,cash_withdrawal,Sanctioned-CP tx
T0137,A0084,4236913.64,KZT,9321.21,2024-09-30,completed,false,STRUCTURING,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS,STRUCTURING",CP_027,US,card_payment,Isolated near-threshold tx (not structuring)
T0281,A0001,7809.91,EUR,8434.70,2024-09-30,completed,false,HIGH_RISK_JURISDICTION,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_023,DE,cash_withdrawal,Normal-jurisdiction tx
T0370,A0049,20918.70,USD,20918.70,2024-09-30,completed,false,DORMANT_ACCOUNT_RULE,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_075,PL,transfer,Reactivation after long dormancy
T0419,A0067,2000.00,USD,2000.00,2024-09-30,completed,true,ROUND_NUMBER_ANOMALY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,ROUND_NUMBER_ANOMALY,SANCTIONS",CP_065,IT,wire,Isolated round-amount tx (not SB cluster)
T0267,A0072,19963.40,USD,19963.40,2024-10-01,completed,false,HIGH_RISK_JURISDICTION,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_047,MM,card_payment,no EDD applied
T0475,A0018,3406.87,USD,3406.87,2024-10-01,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_058,AU,wire,Normal compliant tx (negative class)
T0009,A0081,37006.87,USD,37006.87,2024-10-02,completed,false,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_037,FR,cash_withdrawal,AML-scenario tx (target USD=37006.87)
T0162,A0018,1778.41,USD,1778.41,2024-10-02,completed,false,SANCTIONS,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_SAN_05,BY,cash_deposit,Sanctioned-CP tx
T0416,A0020,1000.00,USD,1000.00,2024-10-02,completed,true,ROUND_NUMBER_ANOMALY,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,ROUND_NUMBER_ANOMALY,SANCTIONS",CP_048,AE,wire,Isolated round-amount tx (not SB cluster)
T0151,A0028,23717.87,USD,23717.87,2024-10-03,completed,false,SANCTIONS,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_SAN_06,MM,transfer,Sanctioned-CP tx
T0436,A0089,2084.43,USD,2084.43,2024-10-03,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_053,CA,card_payment,Normal compliant tx (negative class)
T0439,A0009,4664.99,USD,4664.99,2024-10-03,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_049,AE,transfer,Normal compliant tx (negative class)
T0465,A0086,657.30,USD,657.30,2024-10-03,completed,true,NORMAL,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_079,RU,cash_deposit,Normal compliant tx (negative class)
T0059,A0067,1030.80,USD,1030.80,2024-10-04,completed,true,AML_THRESHOLD,"AML_THRESHOLD,DORMANT_ACCOUNT_RULE,HIGH_RISK_JURISDICTION,KYC_VALIDITY,SANCTIONS",CP_089,JP,card_payment,AML-scenario tx (target USD=1030.80)
